Label	Tweet text
1	I'm so pissed off at Chicago . Like the people at the airport ruined so many peoples chances of ever meeting the boys : expressionless_face :: expressionless_face :: expressionless_face : . Way to go
0	Hell has frozen over . Literally . #Texas2015 .
1	Can you write your name on a paper and take a picture ... — I can but I'm busy answering this question oh ... http://someurl
0	Its a marshmallow world in the winter : multiple_musical_notes : #getthisoutofmyhead
1	Taking the bike through rainy and cold dark streets to the dentist . Yaaaay . #Somuchfun
1	Reading about Barack Obama in the Barack #Obama plaza #moneygall oh the http://someurl
0	that is the face of a tired man hahahahah
1	We want turkey ! !
0	@someuser happy to be of some small service ;) @someuser @someuser
0	Choose your words carefully hurting someone feelings is not the right way to go .
1	What a joke . Thanks for the detailed response and communication with your customers . @someuser @someuser
0	@someuser Asalamoalekum ... : smiling_face_with_open_mouth : kesay mizaj ? Thank you so much . It was posted on 2nd December 2013 . Already there . : smiling_face_with_halo :
0	Feeling artsy tonight . #artsy #homealone #vienna #studentlife @someuser b & e's apartment http://someurl
0	showed mom this picture of me and @someuser & says " this is grunge " and she goes " haha ! ! I love it ! " #momgoals http://someurl
0	@someuser explains why Inter went all Calciopoli over Juventus ...
0	I pray God comes back in America and saves us all .
0	#Libby #Lane #appointment : #Women #bishops #debate #over : The appointment of the Reverend Libby Lane as the ... http://someurl
0	Sad that when someone drinks they treat you like shit and won't talk to you .
0	We provide a structure that ensures you will successfully invest in real estate . http://someurl @someuser
0	@someuser Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war ... and no one ever died under his watch .
1	Why am I sick ? * looks at other tweets * oh yeah sex ... #lame
1	working a double on 2 hours of sleep here we go let's get it
1	For those of you that LOVE this time of year . https://t.co/r6utbrXVrU
1	In other news i havent had a good nights sleep in a week . I feel great .
0	The pure #reality of . http://someurl
0	#DIY . Change your #MobileCover every day now . Enjoy ! http://someurl
1	Happy 2nd anniversary to me in SGV . Happy OT here in client . Woohoo . I loooooove my job . Super . More years to go ! ! !
0	@someuser Cause of all the things in life this seems to be in #Balance . | Music - Medicine , @someuser - Doctor | #SuperDayLineUp
0	@someuser @someuser I guess that means MSM will dig something up to smear Barkley now . #Ferguson
0	Jimi Agbaje is a fine man ... in respect to public service what notable landmark has he achieved ? Tested | Jimi ... http://someurl
1	@someuser good thing we had enough #whitewine and #christmastrees to survive if needed . #chardsohard #fashion ;)
0	@someuser why all the delays ? happy
1	The fun part about 4 am drives in the winter , is no one has cleaned the snow yet
0	I miss the days when all my close friends lived in the same city .
1	so it's claimed that 99 % of all russian athletes take performance enhancing drugs . there is a surprise
0	@someuser is that ?
1	Shoutout to my mom for being hella supportive of me
1	@someuser you may also see flags of ISIS with him is this govt and ch nisar don't admit :'(
1	@someuser that's funny
0	Do you want more period related post or do you like how I post some personal things here on Instagram ? http://someurl
0	http://someurl #AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk
1	@someuser what time is the UFC press conference tomorrow with names of numerous fighters getting cut
0	#Terror on high Seas ... | Fishing boat , allegedly from #Pakistan , blows up at sea ... http://someurl
0	#what #matters #to #me #is #gym #holidays #work #the #hell #out http://someurl
1	I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it : face_with_tears_of_joy :
0	@someuser Hate it . Go back to the old format please .
0	@someuser its a week joke I have with Jessica and my niece :p erson_raising_both_hands_in_celebration :
0	@someuser You seriously bought a giant TV to play in the box ?
1	Haha who the fuck says that to someone #TrueGentlemen
0	If you don't want Hall to eventually ask for a trade then hope for consistency in the message . Change too much you might as well start over
0	@someuser @someuser wow . That here though , sorry grandpa , we use mac these days #WelcomeToTheWorld #NeverArgueWithFools
0	@someuser I liked the first one . Never cared enough to watch the sequel ( s ? ) . That said , I will only watch the #reboot because of #ChrisPratt
0	#working . blues.enough.vacation.days http://someurl
0	@someuser The badger crusade continues . | " Gloucestershire badger patrols triggered by illegal trapping fears " | http://someurl
0	@someuser I also support instantly murdering 12 year olds with fake plastic guns in public parks ...
0	Auntie just called and said shes on her way .. | I better get dressed then : astonished_face :: face_with_tears_of_joy :: face_with_tears_of_joy :
1	Ahhh 7 a . m bedtimes , how I've missed you #examproblems
0	Nerd #piccollage having a bit of fun with Georgia #nerd #chistmas #sillybilly @someuser chilling on my comfy ... http://someurl
0	@someuser I think it was the hotel owners ...
0	@someuser : One day I want to travel with my bestfriend : earth_globe_asia-australia :: airplane : ️ http://someurl DONE DID TRAVELED DA WORLD ! ! @someuser : heavy_black_heart : ️
1	@someuser @someuser @someuser Again fans come second . Thanks again
0	When you return in kind then so called friends label you as being unkind . :)
0	Sometimes i just dont understand anything | #stubborn http://someurl
0	That was the cutest thing ever : smiling_face_with_heart-shaped_eyes :: face_throwing_a_kiss :
1	Oh how I love that my ass is too big to fit into my jeans anymore . #bigbootybitches
1	@someuser doesn't lucky and fortunate mean the same thing ?
0	I enjoy stealing my husband hat every once in awhile : smiling_face_with_heart-shaped_eyes :: face_throwing_a_kiss :: flushed_face : #heyyall #GoodMorning http://someurl
0	@someuser @someuser @someuser His tweet in the context of his history is what makes it a clear bait .
0	Insanity is doing the same thing twice and expecting different results
1	3 hours sleep yay loving life
1	wow , look at you hotshot . #isthatajoke
0	@someuser Can't wait to play the #BFHardline Beta with you XD #Epic
1	Contemplating responding to @someuser ' s tweet saying " what remains of their pride " but not sure how well that will go down
1	Having to be up in four hours sounds great
1	OH and now the District line has major signal failures and delays FANTASTIC ! ! !
1	@someuser @someuser @someuser sure that will end well
0	Country music & photo editing , my type of morning : black_sun_with_rays : ️ : multiple_musical_notes :
1	LOL .. Micromax is promising that service ? http://someurl
0	" Its so hard to choose between the pleasure and the pain " #Girl #December #Love #Dream #Strong http://someurl
1	@someuser Adrian was raised that way and he made it to the NFL . Maybe he thought that would motivate his kid to get there too ?
1	She heard Him cry and His little fingers & toes were counted and Mary exclaimed " He's PERFECT ! " Oh Mary , you so cray cray .
1	My secret name is lizard squad . I like to ruin people's fun time . Follow and rt to a billion and you'll have fun . #psn #giveitup
1	Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £ 999 .
0	@someuser you tweet about having a flip phone ? Now that's the definition of
1	@someuser yea we was we too only a couple schools played black & not its a black dominate game
0	Don't forget to join @someuser for #Steak Night tonight starting at 4pm ! #nyc #food #foodie
0	@someuser @someuser I don't think I've ever seen Love Actually all the way through . I tried once last year . I don't remember it .
0	@someuser @someuser @someuser My , Nephew stopped a lot . His long hair . looks like a drug dealer . Never smoked anything Pills ? not an aspirin .
0	#QZ8501 asks permission to #takeoff : #towercontrol of #Surubaya : yeah .. y can go ... away .
0	@someuser @someuser | Answer 2 - More than 150 artists | #WinSunburnPasses
1	@someuser @someuser not playing out in the provinces like , oh , Mississippi .
0	Church sign of the day : How would you feel if we celebrated your birthday without you ? : speak-no-evil_monkey : #StoleEm #TheReasonForTheSeason
1	" @someuser : @someuser IT HAS THE WORD MAN IN IT ! ! Just as sexist as saying mail man instead of mail carrier . " #MichiganMan
1	Did you know ? If you are reading this right now you are not blind ... lol .
0	@someuser @someuser yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately . Elitism at its finest .
1	Love this weather
0	@someuser Psssst . You spelt ' thing ' wrong | |
0	http://someurl What Day is the Sabbath ? #follow #Jesus #Christ #FBC #FBCJAX http://someurl
0	tough day in sun #kitsch #funny @someuser Costa Teguise Lanzarote http://someurl
0	@someuser if @someuser exclude BF3 maps from the poll ... I am going to RIOT ! ! I really want Seine Crossing back : loudly_crying_face : : loudly_crying_face :| I would pay for it ! !
1	I love 14 hour shifts : weary_face :: weary_face :: weary_face :
1	The whole #Misogyny thing is hanging in there with Women from the right . A cat fight now ? , imagine pulling that on the left #pmlive
1	Yea , yea that's logical .
0	Over on CBS at noon is #BALvsMIA . FOX has #SEAvsPHI after the #Saints . #NFL
1	So Aaron sorkin goes on @someuser to talk about not liking the media talking about Sony hack ? Using media to bitch about media ?
0	you have no argument because you're insane | @someuser @someuser @someuser @someuser @someuser @someuser
1	#FergusonRiotTips Remember , the only way ppl listen is if you burn down their stores | | #Ferguson #VitoandVito #WAARMedia #tcot #ycot
0	My fingers smell like lavashak :)
0	#notcies #eu Juncker receives birthday surprise : One million signatures opposing TTIP and CETA http://someurl
0	#Forever #Young , Forever #Out , Forever in #our #hearts . | #RIP #PhillipJoelHughes . @someuser @someuser
1	Last day in Naples with my Emma girl ! :p alm_tree :: black_sun_with_rays : #soeasytotakeapicwithatoddler #19wksandcounting ... http://someurl
1	Say no more ... #bigclub http://someurl
0	@someuser anytime ! Cash is acceptable every where . And can be used toward whatever they want / need .
1	@someuser Nah , it's better we all act like the North Korean govt and police people's private thoughts .
0	@someuser my 7 - year-old got it for me ! I think Macy's http://someurl
1	Blowing your nose so hard your ears pop is the greatest way to start a Wednesday .
1	Today's court proceedings , allowing prisoners access to books in England & Wales , surely confirms it's time to limit judicial review .
1	Yay I love being awake at 5 in the morning : grinning_face :: pistol :
0	Off to a slow start this morning . : weary_face :
1	@someuser getting power from wind is so outdated and unsightly , we should be siphoning it directly from the sun by now .
1	Really looked forward to waking up this early for finals ...
1	Oh how I love listening to Fox News in the background while opening presents .
1	Those bad Anonymous and Occupy people did it all because they support white supremacy
1	@someuser @someuser Well that's a completely well reasoned and thought out argument . You've changed my mind ! ! ! #Ferguson
0	@someuser Yeah no I'm still laughing . It's not even that funny and I'm still laughing
0	@someuser @someuser gotta be a joke about tootin a Horn somewhere
0	Gotta go out with him and the third , forth , fifth ... wheels . | #WinterThought
1	Cc : @someuser My last tweet . Wayne's World is a great movie .
0	@someuser @someuser zero place for that . when the karma train finds Raiola , I hope it has a full head of steam
0	Earn cash by Posting & Tweeting ! | http://someurl | | Get started at http://someurl #homebasedbusiness #LOL
1	Oracle on Windows 2000 . This should be fun !
1	last day of classes #trill except finals whoop
0	YOU blame him for everything else @someuser @someuser @someuser @someuser @someuser @someuser @someuser
1	With dropping oil prices , thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector . #cdnpoli
0	when singing along to songs in Korean and there is a part in English , I sing it with a Korean accent . WHY .
0	save your work folks . i'm offically cntrl-alt-deleting this week .
1	I'm glad Andy can tweet all day but not text me back . #loved
1	: When some masseuses offer " soothing " massages the way reviewers offer stinging criticisms . #Masseuse = #Reviewer #Massage = #Criticism
0	@someuser #it shows you that APC is a free and fair party #run by intellectuals #and this is what we call democracy dictatorship #
0	@someuser @someuser @someuser How dare you accuse me of being a boomer .
0	Hungry and hungover # a #good #day
0	Oi na how am I functioning right now #sleepdeprived
0	@someuser I literally do not know
1	@someuser @someuser What does PTI do apart from whining ? #Youthiacrasy
1	True http://someurl
1	@someuser @someuser @someuser tells someone to spell correctly while completely fucking up his tweet
1	My solo costume so far is Charcoal Grey Bottoms ... making some real progress .
1	Pay Ghost Soldiers in Iraq & cut pay of US #Military . #keepyourpromise @someuser @someuser @someuser http://someurl
1	... but then it started itself and made the Windows noise . So starts this exciting day of mine ... !
0	@someuser me and you are the only ones that love it : smiling_face_with_open_mouth_and_tightly-closed_eyes :: father_christmas :: party_popper :: multiple_musical_notes :
0	In need of a rose winee : wine_glass :: wine_glass :
1	Yesterday #PeshawarAttack was a top tag and today the only thing twitter nation seems to be concerned about is #PTIKeptPakFirst
0	My whole life is just " oh ok " .
0	Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby
0	#succes #it #is #about #what #we #see #if #we just #keep #hope #and #never #give #up #success #is ... http://someurl
1	I can already tell today is going to be a wonderful day
1	@someuser @someuser Junior got a rim shot for a ' rim job ' joke .
0	Found out the reason that weekend closer makes my life miserable is because I'm atheist . #hypocrite #atheistproblems #serverproblems
1	Staying #casual #monday #funday #ootd #fashion #style #allyouneedisstyle #todayimwearing http://someurl
0	@someuser so so problematic .. God bless her . It's a shame what've we done to pakistan . :(
1	#TortureReport trending ; I wasn't aware J . K . Rowling released her new book .
1	@someuser @someuser Too Sad ... LOCAL NOW !
1	@someuser wtf thanks for saying bye
1	Ahh gotta love those December electric bills .
1	dead ? Why is this stupidest of memes still perpetuated ?
1	When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty ..
1	Great , I've got a lung infection . This is fun . :/ | #notfun #miserable
1	Jeez it's a lovely morning out ! ! :d ash_symbol :: droplet :: splashing_sweat_symbol : : thumbs_down_sign : #Ireland #December
0	@someuser I need a spot for my birthday
0	@someuser I don't think . I know !
1	I love when people leave their smelly shoes in my car . It makes my car smell great !
1	@someuser what's the rush ? His leg is still attached right ? #dr . dabo
1	50 mph winds make a great hair fan for a photo shoot . : smiling_face_with_open_mouth :
1	Gotta love working the day after Christmas #smellya
1	Is " I have to go ... my gelding is struggling with dystocia " a valid excuse ... I just want to see the ( lack of ) reaction #whenyouseeit
1	. @someuser I love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group .
1	The thing I love the most about coming into work early ? Having everyone ask me why I'm here so early . Gets me every time . #annoying
1	Thanks @someuser , for nothing . All my family were flying with you from KL to attend my wedding . #everyonecanfly #AdelaideRouteCancelled
0	@someuser @someuser #he didn't know that before putting him there #they all reck our country #PDP clans do not deserve another day even months
0	@someuser could do with someone making me a hot chocolate right now ahaha
0	me at restaurants : Is there wi-fi ? | me at beach : Is there wi-fi ? | me at family parties : Is there wi-fi ? | me in hell : Is there wi-fi ? #wifi
1	Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers ... : see-no-evil_monkey :
0	Don't #text and #drive either . http://someurl http://someurl http://someurl
1	@someuser @someuser Really ? ! Unbelievable ! U mean he was a Thug & Criminal ?
0	Always gonna be an uphill battle , sometimes I'm gonna have to lose .
1	Today I don't feel like doing anything |
0	http://someurl In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should ... http://someurl
0	@someuser he def came out the closet on that AND 1 dunk #rudygay
1	People at my school only talk about sex and drugs . So awesome
1	Perfect time to get really sick : tired_face :: face_with_medical_mask :
1	@someuser funny
0	The #hardest thing's #knowing & #having the #faith to #keep #going http://someurl
1	Bush ' fully informed ' of CIA methods http://someurl No ? ? Really ? ? Shocking ...
0	Your Jedi mind tricks don't work on me service guy . | Glad I dropped the car off for the oil change instead of Av .
1	I often worry that wealth doesn't have enough influence in society , so pleased to see this being addressed http://someurl
0	@someuser , @someuser , women say 1 man asltd them , y so long 2 say sumtin ? & the young 1s , where the parents ? Hotel wit grn ass man ? Smh
0	Some " new " vinyl on the turntable tonight . Here's to you Joe . @someuser #JoeStrummer #Sandinista http://someurl
1	@someuser who you calling bottle job I'll take teeth . Yeah I'm game mate , at training tonight too , I'll remember your hat
0	To all those who held back in #2014 start again in #2015 as .. " @someuser : It's never too late to start ! http://someurl "
1	i'm so funny
0	Song of the Day : " Love Like Winter " - A Fire Inside .
1	Thank you OCC for being concerned enough about my safety driving to school to cancel classes ...
1	Oh sprints I love you http://someurl
0	#WreathAcrossAmerica #Jax it is finnished http://someurl , #honor #FallenHeros in Jax | | http://someurl http://someurl
1	Heading to my nanas place its going to be so fun
1	Big thanks to my teachers for the FOUR tests I have to take tomorrow #woohoo
1	Last semester I dropped a class because I had to write a 7pg paper . This semester I've had to write 5 of them
0	@someuser its my workhorse , practically glued to my hand https://t.co/6Sa7ggGTxj
1	Prevents blood clots ! More like stops blood circulation #SurgicalStockings #attractive http://someurl
0	Bet that was #limbs in the Sunderland end
1	Thanks Mother nature .. You didn't give us as snow day and now my twitter is filled with people complaining
1	You know it's going to be a great day when you're Garmin resets itself and you spill some cinnamon down yourself #slowclap
0	@someuser they are all written out in a gold gel pen waiting ! I hate how are relationship consists of twitter messaging #fulfilling
0	@someuser You need to , it's an experience to say the least
0	@someuser @someuser Johny UR cracking me up on Facebook chatting up my mate : smiling_face_with_open_mouth_and_tightly-closed_eyes :: smiling_face_with_open_mouth_and_tightly-closed_eyes :: smiling_face_with_open_mouth_and_tightly-closed_eyes :
1	@someuser Weeeeee ! You too ! I love that xbox live and playstation network are down due to hackers on Christmas .
1	$ BIDU up 2 % . Officially announced Uber stake . $ BIDU has market cap of $ 78.6 billion . Uber should top that in next VC round , right ?
0	Check this out ! | so #ugly #christmas #sweater | #ebayipad | http://someurl
1	I just love not being able to sleep .. #sotired
1	" @someuser : So PSN and Xbox Live are both down on a day many people get new video games . " | | North Korean hack ? : tired_face :
1	@someuser Tried to cut and paste a tweet from SA Mining where they got GO Green Consulting ... it's in my timeline .
1	I seriously loveeeee how much you care
1	You know what's awesome ? When all your gear ( sliders , dolly , monitor , etc ) gets delivered @someuser the end of filming . #somadatBandHandadorama
0	dayumm ! ! chtis brown is ma maaayuun ! ! : face_with_tears_of_joy :: face_with_tears_of_joy :: face_with_tears_of_joy : http://someurl
0	@someuser Now , Tomorrow productivity at work would be hampered . #GetMeToEVC
0	@someuser : Stay faithful or stay single
1	Absolutely love waking up to snow
0	@someuser @someuser I believe we have n that's y we SUCK .
0	4 . " Yes " was the reply . These are public dollars being used . What's with this lack of transparency around Union Pearson Express ? #TOpoli
1	@someuser @someuser @someuser @someuser the Jets have pick 6 in the 2015 draft the irony blows my mind ! #NFLDraft
1	@someuser Like I need to be reminded of BP Cup competition dates !
0	@someuser @someuser @someuser Awesome ! And well deserved .
1	@someuser @someuser @someuser YES ! Vote for SATAN ( @someuser ) in 2016 ! ! !
0	MORON , no one has ever said a ball is square #STRAWMAN @someuser @someuser
0	Your friends will bring you down because they fucked up what they had males & females me fool !
0	@someuser @someuser : Thats quite an interesting number coz I managed to read only 17 but i will surely make it in #2015 .
1	@someuser and we know abt the " goal " that ( never ) crossed the line #holierthanthou #henryisalegend
1	@someuser isnt it obvious #Sadhvi case and #Rape cases are 2 different things . You cannot co-relate both thngs to 1 sentence
1	Aw thanks mother nature . Merry Christmas to you too !
1	What an eventful day ... : victory_hand : ️
0	Day 4 " joyous day " #decemberchallenge #picture speaks for itself #costateguise #beach #peace #2nd home # ... http://someurl
0	@someuser @someuser No , it isn't . WR's are dime a dozen and completely replaceable . Which is why the Packers won't overspend to retain him .
0	Japan's #Abe #gets #the #mandate #he #wanted # â € " #but the #recovery he wanted : Japan's Prime Minister Shinzo ... http://someurl
1	I got tampons ! http://someurl
1	For those who CAN hear us , @someuser talks about NB Power's record number of outages . 7:13 #transmitterproblems
0	#GlobalWarming would be nice right now if it were only true ! | | Call #AlGore 2 burn money 4 #Christmas . | | #ＦＯＬＬＯＷ http://someurl
0	@someuser You truly are my son .
1	I just love 160 question tests in the morning .
0	At http://someurl - - #Sketch #today #spudshed #fresh #fruit . only.for.eating #for . drawing.as.well #drawing #Perth
1	@someuser Won't our national hockey expert at 24 Sussex Drive join you ? ?
0	This is what looks like , right ? http://someurl
0	Has @someuser @someuser shown up to speak with #ZemirBegic family yet ?
1	" Let's all do only squats and deadlifts until we hurt ourselves " - - really really good trainers #fitnessmotivation
0	#BBC #News - - #Thailand #crown #prince's #wife #resigns #from #royalty . http://someurl
0	First photos of the Infiniti Vision GT concept emerge http://someurl
